COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code de la zone géographique;371;Chinon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;372;Tours;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;373;Loches;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;381;Grenoble;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;382;La Tour-du-Pin;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;383;Vienne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;391;Dole;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;392;Lons-le-Saunier;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;393;Saint-Claude;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;401;Dax;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;402;Mont-de-Marsan;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;411;Blois;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;412;Vendôme;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;413;Romorantin-Lanthenay;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;421;Montbrison;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;422;Roanne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;423;Saint-Étienne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;431;Brioude;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;432;Le Puy-en-Velay;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;433;Yssingeaux;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;442;Nantes;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;443;Saint-Nazaire;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;445;Châteaubriant-Ancenis;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;451;Montargis;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;452;Orléans;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;453;Pithiviers;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;461;Cahors;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;462;Figeac;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;463;Gourdon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;471;Agen;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;472;Marmande;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;473;Villeneuve-sur-Lot;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;474;Nérac;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;481;Florac;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;482;Mende;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;491;Angers;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;492;Cholet;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;493;Saumur;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;494;Segré;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;501;Avranches;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;502;Cherbourg;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;503;Coutances;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;504;Saint-Lô;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;511;Châlons-en-Champagne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;512;Épernay;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;513;Reims;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;514;Vitry-le-François;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;521;Chaumont;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;522;Langres;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;523;Saint-Dizier;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;531;Château-Gontier;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;532;Laval;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;533;Mayenne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;541;Val-de-Briey;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;542;Lunéville;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;543;Nancy;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;544;Toul;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;551;Bar-le-Duc;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;552;Commercy;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;553;Verdun;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;561;Lorient;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;562;Pontivy;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;563;Vannes;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;573;Forbach-Boulay-Moselle;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;575;Sarrebourg-Château-Salins;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;576;Sarreguemines;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;577;Thionville;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;579;Metz;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;581;Château-Chinon (Ville);CHAR;4
CODGEO;Code géographique;Code de la zone géographique;582;Clamecy;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;583;Nevers;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;584;Cosne-Cours-sur-Loire;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;591;Avesnes-sur-Helpe;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;592;Cambrai;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;593;Douai;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;594;Dunkerque;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;595;Lille;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;596;Valenciennes;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;601;Beauvais;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;602;Clermont;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;603;Compiègne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;604;Senlis;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;611;Alençon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;612;Argentan;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;613;Mortagne-au-Perche;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;621;Arras;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;622;Béthune;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;623;Boulogne-sur-Mer;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;624;Montreuil;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;625;Saint-Omer;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;626;Calais;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;627;Lens;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;631;Ambert;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;632;Clermont-Ferrand;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;633;Issoire;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;634;Riom;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;635;Thiers;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;641;Bayonne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;642;Oloron-Sainte-Marie;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;643;Pau;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;651;Argelès-Gazost;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;652;Bagnères-de-Bigorre;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;653;Tarbes;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;661;Céret;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;662;Perpignan;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;663;Prades;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;672;Haguenau-Wissembourg;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;673;Molsheim;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;674;Saverne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;675;Sélestat-Erstein;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;678;Strasbourg;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;681;Altkirch;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;682;Colmar-Ribeauvillé;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;684;Mulhouse;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;686;Thann-Guebwiller;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;691;Lyon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;692;Villefranche-sur-Saône;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;701;Lure;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;702;Vesoul;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;711;Autun;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;712;Chalon-sur-Saône;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;713;Charolles;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;714;Louhans;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;715;Mâcon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;721;La Flèche;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;722;Mamers;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;723;Le Mans;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;731;Albertville;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;732;Chambéry;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;733;Saint-Jean-de-Maurienne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;741;Annecy;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;742;Bonneville;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;743;Saint-Julien-en-Genevois;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;744;Thonon-les-Bains;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;751;Paris;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;761;Dieppe;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;762;Le Havre;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;763;Rouen;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;771;Meaux;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;772;Melun;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;773;Provins;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;774;Fontainebleau;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;775;Torcy;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;781;Mantes-la-Jolie;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;782;Rambouillet;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;783;Saint-Germain-en-Laye;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;784;Versailles;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;791;Bressuire;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;792;Niort;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;793;Parthenay;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;801;Abbeville;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;802;Amiens;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;803;Montdidier;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;804;Péronne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;811;Albi;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;812;Castres;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;821;Castelsarrasin;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;822;Montauban;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;831;Draguignan;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;832;Toulon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;833;Brignoles;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;841;Apt;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;842;Avignon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;843;Carpentras;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;851;Fontenay-le-Comte;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;852;La Roche-sur-Yon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;853;Les Sables-d'Olonne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;861;Châtellerault;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;862;Montmorillon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;863;Poitiers;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;871;Bellac;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;872;Limoges;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;873;Rochechouart;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;881;Épinal;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;882;Neufchâteau;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;883;Saint-Dié-des-Vosges;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;891;Auxerre;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;892;Avallon;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;893;Sens;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;901;Belfort;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;911;Étampes;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;912;Évry;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;913;Palaiseau;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;921;Antony;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;922;Nanterre;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;923;Boulogne-Billancourt;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;931;Bobigny;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;932;Le Raincy;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;933;Saint-Denis;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;941;Créteil;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;942;Nogent-sur-Marne;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;943;L'Haÿ-les-Roses;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;951;Argenteuil;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;952;Sarcelles;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;953;Pontoise;CHAR;4
CODGEO;Code géographique;Code de la zone géographique;9711;Basse-Terre;CHAR;4
