COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code de la zone géographique;200034825;Communauté d'agglomération du Grand Guéret;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200034833;Communauté de communes des Bastides Dordogne-Périgord;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200034874;Communauté de communes Côtes de Meuse Woëvre;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200034882;Communauté de communes Pays du Mont-Blanc;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200034957;Communauté de communes du Frontonnais;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035087;Communauté d'agglomération Terre de Provence;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035103;Communauté de communes de la Vallée de la Haute Sarthe;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035111;Communauté de communes des Sources de l'Orne;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035129;Communauté de communes de Cèze Cévennes;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035137;Communauté de communes Marche Occitane - Val d'Anglin;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035202;Communauté de communes Charlieu-Belmont;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035319;Communauté d'agglomération Estérel Côte d'Azur Agglomération;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035327;Communauté de communes Cazals-Salviac;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035442;Communauté de communes du Sud-Artois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035533;Communauté de communes du Grand Saint-Émilionnais;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035541;Communauté de communes des Landes d'Armagnac;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035632;Communauté de communes Armagnac Adour;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035707;Communauté de communes Piège Lauragais Malepère;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035715;Communauté d'agglomération Carcassonne Agglo;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035723;Communauté de communes Ventoux Sud;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035731;Communauté d'agglomération Roannais Agglomération;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035756;Communauté de communes Astarac Arros en Gascogne;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035764;Communauté de communes de la Beauce Loirétaine;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035772;Communauté de communes du Pays du Saintois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035814;Communauté d'agglomération Flers Agglo;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035848;Communauté de communes du Châtillonnais en Berry;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035855;Communauté de communes Castelnaudary Lauragais Audois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035863;Communauté de communes Région Lézignanaise, Corbières et Minervois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200035970;Communauté de communes Vexin Centre;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036069;Communauté de communes du Pays de Mortagne au Perche;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036077;Communauté de communes du Golfe de Saint-Tropez;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036135;Communauté de communes Cœur de France;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036150;Communauté de communes des Hauts du Val de Saône;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036465;Communauté de communes de Thann-Cernay;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036473;Communauté d'agglomération de Saintes - Grandes Rives - L'Agglo;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036499;Communauté de communes de Marana-Golo;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036523;Communauté de communes des Bastides en Haut Agenais Périgord;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200036549;Communauté de communes Val de Gray;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200037059;Communauté de communes de la Haute Somme (Combles - Péronne - Roisel);CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200037133;Communauté de communes du Provinois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200038958;Communauté de communes de la Pieve de l'Ornano et du Taravo;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200038990;Communauté de communes de Saint-Méen Montauban;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039022;Communauté d'agglomération Vitré Communauté;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039055;Communauté de communes Ouche et Montagne;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039063;Communauté de communes Forêts, Seine et Suzon;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039204;Communauté de communes de Lacq-Orthez;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039519;Communauté de communes du Quercy Blanc;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039642;Communauté de communes Le Tonnerrois en Bourgogne;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039709;Communauté de communes du Serein;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039758;Communauté de communes Avallon, Vézelay, Morvan;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039808;Communauté de communes des Gorges de l'Ardèche;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039824;Communauté de communes Ardèche des Sources et Volcans;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039832;Communauté de communes Pays des Vans en Cévennes;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039857;Communauté d'agglomération du Pays de Grasse;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039865;Metz Métropole;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039907;Communauté de communes du Sud Messin;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039915;Communauté d'agglomération Cannes Pays de Lérins;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039931;Communauté de communes Alpes d'Azur;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200039949;Communauté de communes Rives de Moselle;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040038;Communauté de communes Saône Doubs Bresse;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040095;Communauté de communes Isle Vern Salembre en Périgord;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040111;Communauté de communes Cœur de Chartreuse;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040137;Communauté de communes des Lacs de Champagne;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040178;Communauté de communes de l'Outre-Forêt;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040202;Communauté de communes Provence Verdon;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040210;Communauté de communes Lacs et Gorges du Verdon;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040244;Communauté d'agglomération du Bocage Bressuirais;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040251;Communauté de communes Bassée-Montois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040277;Communauté d'agglomération Agglo du Pays de Dreux;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040293;Communauté de communes du Clunisois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040350;Communauté de communes Bugey Sud;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040384;Communauté de communes Isle Double Landais;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040392;Communauté d'agglomération Le Grand Périgueux;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040400;Communauté de communes du Périgord Ribéracois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040418;Communauté de communes du Pays de Serres en Quercy;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040426;Communauté de communes du Val de l'Oise;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040442;Communauté d'agglomération Luberon Monts de Vaucluse;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040459;Communauté d'agglomération Montélimar Agglomération;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040475;LBN Communauté;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040491;Communauté de communes Porte de DrômArdèche;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040509;Communauté de communes du Crestois et de Pays de Saillans Cœur de Drôme;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040558;Communauté de communes Écueillé-Valençay;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040566;Communauté d'agglomération de l'Ouest Rhodanien;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040574;Communauté de communes Beaujolais Pierres Dorées;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040590;Communauté d'agglomération Villefranche Beaujolais Saône;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040624;Communauté de communes Pays d'Apt-Luberon;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040657;Communauté de communes de la Matheysine;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040681;Communauté de communes Enclave des Papes-Pays de Grignan;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040715;Grenoble-Alpes-Métropole;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040764;Communauté de communes du Sud Corse;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040772;Communauté de communes du Perche et Haut Vendômois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040798;Communauté de communes Val Vanoise;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040814;Communauté de communes Briance Sud Haute Vienne;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040830;Communauté de communes du Pays de Fénelon;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040889;Communauté de communes de Portes Sud Périgord;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040905;Communauté de communes Carmausin-Ségala;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040947;Communauté d'agglomération Cœur de Flandre;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200040954;Communauté de communes des Hauts de Flandre;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041010;Communauté de communes Cœur de Savoie;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041051;Communauté de communes Vallée de la Dordogne et Forêt Bessède;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041150;Communauté de communes Terrassonnais Haut Périgord Noir;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041168;Communauté de communes de la Vallée de l'Homme;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041283;Communauté de communes de la Plaine du Rhin;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041317;Communauté d'agglomération du Niortais;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041325;Communauté de communes du Pays Rhénan;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041333;Communauté de communes de Parthenay-Gâtine;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041366;Communauté de communes Rhône Crussol;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041416;Communauté de communes Airvaudais-Val du Thouet;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041440;Communauté de communes de Domme-Villefranche du Périgord;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041465;Communauté de communes Val Eyrieux;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041499;Communauté de communes Aunis Atlantique;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041507;Communauté d'agglomération La Riviera du Levant;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041515;Communauté de communes du Bassin de Pont-à-Mousson;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041523;Communauté de communes de la Haute Saintonge;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041556;Communauté de communes Portes de la Creuse en Marche;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041572;Communauté de communes Dronne et Belle;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041614;Communauté de communes Aunis Sud;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041622;Communauté de communes Ardennes Thiérache;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041630;Ardenne Métropole;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041689;Communauté de communes Vals de Saintonge Communauté;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041721;Communauté de communes de la Haute Comté;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041762;Communauté d'agglomération Rochefort Océan;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041788;Communauté d'agglomération du Pays Nord Martinique;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041853;Communauté de communes du Pays de Montbozon et du Chanois;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041861;Communauté de communes du Triangle Vert;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041879;Communauté de communes Terres de Saône;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041887;Communauté de communes du Val Marnaysien;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041960;Communauté de communes Pévèle-Carembault;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200041994;Communauté de communes Haut Val de Sèvre;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042000;Communauté de communes Bruyères-Vallons des Vosges;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042174;Communauté d'agglomération Lorient Agglomération;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042182;Communauté de communes du Mont des Avaloirs;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042190;Communauté d'agglomération de la Porte du Hainaut;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042372;Communauté de communes des Coteaux Arrats Gimone;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042414;Communauté de communes Bresse Revermont 71;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042463;Communauté de communes de la Montagne Noire;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042497;Communauté de communes Dombes Saône Vallée;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042604;Communauté de communes de Granville, Terre et Mer;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042620;Communauté de communes de la Région de Suippes;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042646;Communauté de communes Grand Orb communauté de communes en Languedoc;CHAR;9
CODGEO;Code géographique;Code de la zone géographique;200042653;Communauté de communes Sud-Hérault;CHAR;9
